district_code_x,district_name,state_code,survey_year,n_rural_persons,n_employed,employed_weight,unemp_rate_wt,agri_share_wt,nonagri_share_wt,services_share,edu_secondary_wt,log_wage_median,wage_n,sample_grade,data_status,schema_version,state_code_plfs,state,district_code_num,district_code_y,district_name_standard,bharatnet_treatment,state_group,panel_usable_2x2,panel_usable_3period,data_quality_flag,boundary_note,census_code_resolved,population,rural_population,urban_share,literacy_rate,female_literacy_rate,sc_share,st_share,worker_participation_rate,agri_worker_share,join_year,post_2023,early_treat,late_ctrl,treat_binary,post_early_did,did_sample_2x2,did_sample_3period,log_population,district_code,lfpr_wt,wpr_wt,nilf_share_wt
21,Munger,10,2021,183,174,131583623,4.13,57.15,42.85,12.57,,,8,D,REAL,1.0,10,Bihar,21,21.0,Munger,mid,low_connectivity,True,True,VERIFIED,,10-226,1367765,987645,27.79,70.46,62.08,13.44,1.56,31.19,56.81,2021,0,0,0,0,0,0,0,14.128688578782404,21,100.0,100.0,0.0
22,Muzaffarpur,10,2021,695,572,493247931,12.26,52.95,47.05,23.52,,3.8918,16,A,REAL,1.0,10,Bihar,22,22.0,Muzaffarpur,early,low_connectivity,True,True,VERIFIED,,10-216,4801062,4327625,9.86,63.43,54.67,15.66,0.12,32.23,67.36,2021,0,1,0,1,0,0,1,15.384347701405948,22,92.766,92.766,7.234
23,Nalanda,10,2021,417,357,308723830,9.87,54.43,45.57,21.37,,,4,B,REAL,1.0,10,Bihar,23,23.0,Nalanda,early,low_connectivity,False,False,MISSING_FROM_SAMPLE,Not in 2023-24 sample,10-229,2877653,2419759,15.91,64.43,53.1,21.12,0.05,36.33,72.24,2021,0,1,0,1,0,0,0,14.872485589320156,23,98.086,98.086,1.914
24,Nawada,10,2021,510,459,511139744,4.93,49.97,50.03,23.51,,3.8501,13,B,REAL,1.0,10,Bihar,24,24.0,Nawada,mid,low_connectivity,True,True,VERIFIED,,10-237,2219146,2003567,9.71,59.76,48.86,25.47,0.09,36.82,75.14,2021,0,0,0,0,0,0,0,14.612632995153644,24,97.951,97.951,2.049
25,Pashchim Champaran,10,2021,191,161,93342600,7.37,53.88,46.12,19.53,,,8,D,REAL,1.0,10,Bihar,25,25.0,Pashchim Champaran,late,low_connectivity,True,True,SPELLING_MISMATCH,Census: Pashchim Champaran,10-203,3935042,3541877,9.99,55.7,44.69,14.08,6.35,37.58,82.25,2021,0,0,1,0,0,0,0,15.185432113220136,25,95.704,95.704,4.296
26,Patna,10,2021,98,76,22349778,13.0,61.0,39.0,27.59,,,1,D,REAL,1.0,10,Bihar,26,26.0,Patna,early,low_connectivity,True,True,VERIFIED,State capital,10-230,5838465,3323875,43.07,70.68,61.96,15.77,0.16,32.23,49.39,2021,0,1,0,1,0,0,0,15.57997847778952,26,100.0,86.517,0.0
27,Purba Champaran,10,2021,820,687,934068795,8.19,53.64,46.36,23.56,,3.7612,27,A,REAL,1.0,10,Bihar,27,27.0,Purba Champaran,late,low_connectivity,True,True,SPELLING_MISMATCH,Census: Purba Champaran,10-204,5099371,4698028,7.87,55.79,45.12,12.74,0.24,34.07,80.94,2021,0,0,1,0,0,0,1,15.44462775675504,27,94.705,94.705,5.295
28,Purnia,10,2021,4096,3623,4928905023,6.2,54.2,45.8,23.87,,3.8501,138,A,REAL,1.0,10,Bihar,28,28.0,Purnia,mid,low_connectivity,True,True,VERIFIED,Large PLFS sample (n≈4000),10-211,3264619,2921614,10.51,51.08,42.34,11.98,4.27,35.02,82.43,2021,0,0,0,0,0,0,0,14.998653621693713,28,96.044,95.856,3.956
29,Rohtas,10,2021,802,691,557550935,10.38,49.32,50.68,20.4,,,9,A,REAL,1.0,10,Bihar,29,29.0,Rohtas,mid,low_connectivity,True,True,VERIFIED,,10-234,2959918,2532153,14.45,73.37,62.97,18.57,1.07,31.25,67.43,2021,0,0,0,0,0,0,0,14.900672123213813,29,98.686,98.686,1.314
30,Saharsa,10,2021,306,277,262737282,6.67,59.96,40.04,26.13,,3.8501,13,C,REAL,1.0,10,Bihar,30,30.0,Saharsa,late,low_connectivity,True,True,VERIFIED,,10-214,1900661,1744121,8.24,53.2,41.68,16.69,0.32,34.19,80.23,2021,0,0,1,0,0,0,1,14.457712278372169,30,100.0,100.0,0.0
32,Saran,10,2021,312,264,181217373,5.02,51.93,48.07,22.47,,0.0,13,C,REAL,1.0,10,Bihar,32,32.0,Saran,mid,low_connectivity,True,True,VERIFIED,Also known as Chapra,10-219,3951862,3598660,8.94,65.96,54.42,12.0,0.93,26.32,69.75,2021,0,0,0,0,0,0,0,15.189697418211871,32,100.0,100.0,0.0
33,Sheikhpura,10,2021,322,259,267653289,11.61,53.46,46.54,30.69,,3.8395,16,C,REAL,1.0,10,Bihar,33,33.0,Sheikhpura,mid,low_connectivity,True,True,VERIFIED,,10-228,636342,527340,17.13,63.86,53.4,20.6,0.1,35.3,73.09,2021,0,0,0,0,0,0,0,13.363491433643205,33,91.744,91.744,8.256
34,Sheohar,10,2021,1279,1087,1247716670,9.76,54.66,45.34,24.41,,3.8501,39,A,REAL,1.0,10,Bihar,34,34.0,Sheohar,late,low_connectivity,True,True,VERIFIED,Smallest district in Bihar,10-205,656246,628130,4.28,53.78,45.26,14.73,0.05,32.97,80.91,2021,0,0,1,0,0,0,1,13.3942909976313,34,98.416,97.813,1.584
35,Sitamarhi,10,2021,206,184,215009695,6.27,49.64,50.36,16.34,,,4,D,REAL,1.0,10,Bihar,35,35.0,Sitamarhi,mid,low_connectivity,True,True,VERIFIED,,10-206,3423574,3233076,5.56,52.05,42.41,11.85,0.09,32.56,76.43,2021,0,0,0,0,0,0,0,15.04619559261562,35,100.0,100.0,0.0
36,Siwan,10,2021,158,144,367722861,1.36,48.71,51.29,34.26,,,4,D,REAL,1.0,10,Bihar,36,36.0,Siwan,mid,low_connectivity,True,True,VERIFIED,,10-218,3330464,3147551,5.49,69.45,58.66,11.61,2.61,28.0,68.78,2021,0,0,0,0,0,0,0,15.018622191589142,36,89.577,89.577,10.423
37,Supaul,10,2021,275,255,272627821,3.31,52.15,47.85,22.95,,3.6376,12,C,REAL,1.0,10,Bihar,37,37.0,Supaul,late,low_connectivity,True,True,VERIFIED,,10-208,2229076,2123518,4.74,57.67,44.77,15.89,0.46,39.37,86.15,2021,0,0,1,0,0,0,1,14.617097707793928,37,100.0,100.0,0.0
38,Vaishali,10,2021,139,72,62582858,27.44,39.1,60.9,29.27,,,0,D,REAL,1.0,10,Bihar,38,38.0,Vaishali,mid,low_connectivity,True,True,VERIFIED,,10-220,3495021,3261942,6.67,66.6,56.73,21.12,0.07,30.34,71.45,2021,0,0,0,0,0,0,0,15.066849942215688,38,62.117,62.117,37.883
1,Araria,10,2023,522,487,544193775,5.66,52.17,47.83,24.96,,3.8067,28,B,REAL,1.0,10,Bihar,1,1.0,Araria,late,low_connectivity,True,True,VERIFIED,,10-209,2811569,2642792,6.0,53.53,43.93,13.61,1.38,38.05,85.51,2023,1,0,1,0,0,1,1,14.84925324847264,1,98.509,98.509,1.491
2,Arwal,10,2023,854,699,801734039,8.3,55.15,44.85,19.7,,3.8067,28,A,REAL,1.0,10,Bihar,2,2.0,Arwal,mid,low_connectivity,True,True,VERIFIED,Created from Jehanabad 2001,10-240,700843,648994,7.4,67.43,54.85,20.16,0.08,33.72,82.01,2023,1,0,0,0,0,0,0,13.460039175169454,2,98.367,96.418,1.633
5,Begusarai,10,2023,531,463,520522226,8.75,54.0,46.0,20.86,,3.8501,13,B,REAL,1.0,10,Bihar,5,5.0,Begusarai,mid,low_connectivity,True,True,VERIFIED,,10-222,2970541,2400718,19.18,63.87,55.21,14.55,0.05,31.58,61.49,2023,1,0,0,0,0,0,0,14.90425464907285,5,98.632,98.632,1.368
7,Bhojpur,10,2023,35,32,44641917,0.0,59.5,40.5,20.87,,,6,D,REAL,1.0,10,Bihar,7,7.0,Bhojpur,mid,low_connectivity,True,True,VERIFIED,,10-231,2728407,2338546,14.29,70.47,58.03,15.59,0.51,30.15,67.57,2023,1,0,0,0,0,0,0,14.819228480365627,7,92.756,92.756,7.244
8,Buxar,10,2023,242,222,190262450,5.99,55.09,44.91,26.04,,3.8501,23,C,REAL,1.0,10,Bihar,8,8.0,Buxar,mid,low_connectivity,True,True,VERIFIED,,10-232,1706352,1541853,9.64,70.14,58.63,14.75,1.57,31.55,71.38,2023,1,0,0,0,0,0,0,14.34986831634842,8,99.894,99.894,0.106
9,Darbhanga,10,2023,540,477,510183980,6.81,50.16,49.84,13.42,,3.7136,15,B,REAL,1.0,10,Bihar,9,9.0,Darbhanga,mid,low_connectivity,True,True,VERIFIED,,10-215,3937385,3554057,9.74,56.56,45.24,15.64,0.07,31.08,71.82,2023,1,0,0,0,0,0,0,15.186027355340306,9,97.977,97.977,2.023
10,Gaya,10,2023,270,260,400590581,0.93,56.65,43.35,14.62,,3.7136,12,C,REAL,1.0,10,Bihar,10,10.0,Gaya,early,low_connectivity,True,True,VERIFIED,,10-236,4391418,3809817,13.24,63.67,53.34,30.39,0.07,37.89,69.36,2023,1,1,0,1,1,1,1,15.29516273972959,10,90.091,90.091,9.909
11,Gopalganj,10,2023,56,56,74464272,0.0,54.55,45.45,22.83,,,0,D,REAL,1.0,10,Bihar,11,11.0,Gopalganj,mid,low_connectivity,True,True,VERIFIED,,10-217,2562012,2399207,6.35,65.47,54.81,12.49,2.37,28.42,75.2,2023,1,0,0,0,0,0,0,14.756303445268596,11,100.0,100.0,0.0
12,Jamui,10,2023,364,338,466475493,4.24,50.35,49.65,9.75,,,6,B,REAL,1.0,10,Bihar,12,12.0,Jamui,late,low_connectivity,True,True,VERIFIED,,10-238,1760405,1615072,8.26,59.79,47.28,17.19,4.48,41.33,67.07,2023,1,0,1,0,0,1,1,14.381054454178615,12,97.343,97.343,2.657
13,Jehanabad,10,2023,1066,984,1181584711,5.51,53.1,46.9,19.41,,3.8501,28,A,REAL,1.0,10,Bihar,13,13.0,Jehanabad,mid,low_connectivity,True,True,VERIFIED,,10-239,1125313,990117,12.01,66.8,55.01,19.81,0.11,32.47,72.7,2023,1,0,0,0,0,0,0,13.933571777146255,13,100.0,99.643,0.0
14,Kaimur,10,2023,1098,964,1292690564,7.69,55.54,44.46,21.64,,4.1589,31,A,REAL,1.0,10,Bihar,14,14.0,Kaimur,late,low_connectivity,True,True,SPELLING_MISMATCH,Census name: Kaimur (Bhabua),10-233,1626384,1560813,4.03,69.34,58.4,22.69,3.57,31.43,77.01,2023,1,0,1,0,0,1,1,14.301869703569576,14,90.263,90.263,9.737
15,Katihar,10,2023,331,263,296837861,15.43,42.67,57.33,26.63,,3.8501,19,C,REAL,1.0,10,Bihar,15,15.0,Katihar,late,low_connectivity,True,True,VERIFIED,,10-212,3071029,2797207,8.92,52.24,44.39,8.57,5.86,33.0,82.99,2023,1,0,1,0,0,1,1,14.937523242556493,15,100.0,100.0,0.0
16,Khagaria,10,2023,336,256,322032052,20.4,48.52,51.48,24.2,,3.8501,19,C,REAL,1.0,10,Bihar,16,16.0,Khagaria,mid,low_connectivity,True,True,VERIFIED,,10-223,1666886,1579727,5.23,57.92,49.56,14.83,0.04,33.64,76.72,2023,1,0,0,0,0,0,0,14.326467773071744,16,100.0,100.0,0.0
17,Kishanganj,10,2023,156,135,182958528,11.6,52.54,47.46,18.88,,,9,D,REAL,1.0,10,Bihar,17,17.0,Kishanganj,late,low_connectivity,True,True,VERIFIED,,10-210,1690400,1529277,9.53,55.46,46.76,6.69,3.8,31.3,81.22,2023,1,0,1,0,0,0,0,14.340475745283983,17,100.0,94.244,0.0
18,Lakhisarai,10,2023,190,169,294769134,6.47,52.83,47.17,21.54,,,5,D,REAL,1.0,10,Bihar,18,18.0,Lakhisarai,mid,low_connectivity,True,True,VERIFIED,,10-227,1000912,857901,14.29,62.42,52.57,15.31,0.83,32.63,73.03,2023,1,0,0,0,0,0,0,13.816422142344951,18,100.0,100.0,0.0
19,Madhepura,10,2023,219,196,227919101,5.74,48.33,51.67,15.62,,,9,D,REAL,1.0,10,Bihar,19,19.0,Madhepura,late,low_connectivity,True,True,VERIFIED,,10-213,2001762,1913301,4.42,52.25,41.74,17.3,0.63,38.84,86.79,2023,1,0,1,0,0,0,0,14.509538350671502,19,100.0,97.072,0.0
20,Madhubani,10,2023,445,407,560537803,6.04,54.68,45.32,16.83,,3.7136,19,B,REAL,1.0,10,Bihar,20,20.0,Madhubani,mid,low_connectivity,True,True,VERIFIED,,10-207,4487379,4325884,3.6,58.62,46.16,13.08,0.09,36.48,81.71,2023,1,0,0,0,0,0,0,15.31677934762684,20,98.649,98.649,1.351
21,Munger,10,2023,153,137,266070280,6.76,47.8,52.2,17.32,,3.8501,14,D,REAL,1.0,10,Bihar,21,21.0,Munger,mid,low_connectivity,True,True,VERIFIED,,10-226,1367765,987645,27.79,70.46,62.08,13.44,1.56,31.19,56.81,2023,1,0,0,0,0,0,0,14.128688578782404,21,100.0,100.0,0.0
22,Muzaffarpur,10,2023,930,814,906525766,9.1,50.21,49.79,21.7,,3.8501,26,A,REAL,1.0,10,Bihar,22,22.0,Muzaffarpur,early,low_connectivity,True,True,VERIFIED,,10-216,4801062,4327625,9.86,63.43,54.67,15.66,0.12,32.23,67.36,2023,1,1,0,1,1,1,1,15.384347701405948,22,96.177,96.177,3.823
24,Nawada,10,2023,586,506,588927827,6.32,48.47,51.53,26.8,,3.7136,21,A,REAL,1.0,10,Bihar,24,24.0,Nawada,mid,low_connectivity,True,True,VERIFIED,,10-237,2219146,2003567,9.71,59.76,48.86,25.47,0.09,36.82,75.14,2023,1,0,0,0,0,0,0,14.612632995153644,24,97.831,97.831,2.169
25,Pashchim Champaran,10,2023,279,249,302071319,6.92,52.97,47.03,19.6,,,3,C,REAL,1.0,10,Bihar,25,25.0,Pashchim Champaran,late,low_connectivity,True,True,SPELLING_MISMATCH,Census: Pashchim Champaran,10-203,3935042,3541877,9.99,55.7,44.69,14.08,6.35,37.58,82.25,2023,1,0,1,0,0,1,1,15.185432113220136,25,97.431,97.431,2.569
26,Patna,10,2023,76,63,66611516,5.13,50.23,49.77,11.8,,,1,D,REAL,1.0,10,Bihar,26,26.0,Patna,early,low_connectivity,True,True,VERIFIED,State capital,10-230,5838465,3323875,43.07,70.68,61.96,15.77,0.16,32.23,49.39,2023,1,1,0,1,1,0,0,15.57997847778952,26,100.0,100.0,0.0
27,Purba Champaran,10,2023,463,421,268350916,5.63,49.8,50.2,14.21,,3.4965,14,B,REAL,1.0,10,Bihar,27,27.0,Purba Champaran,late,low_connectivity,True,True,SPELLING_MISMATCH,Census: Purba Champaran,10-204,5099371,4698028,7.87,55.79,45.12,12.74,0.24,34.07,80.94,2023,1,0,1,0,0,1,1,15.44462775675504,27,97.201,97.201,2.799
28,Purnia,10,2023,4215,3562,5251580873,9.81,53.02,46.98,17.42,,3.8918,90,A,REAL,1.0,10,Bihar,28,28.0,Purnia,mid,low_connectivity,True,True,VERIFIED,Large PLFS sample (n≈4000),10-211,3264619,2921614,10.51,51.08,42.34,11.98,4.27,35.02,82.43,2023,1,0,0,0,0,0,0,14.998653621693713,28,94.44,94.303,5.56
29,Rohtas,10,2023,562,490,442101502,4.52,49.92,50.08,15.44,,3.7842,10,B,REAL,1.0,10,Bihar,29,29.0,Rohtas,mid,low_connectivity,True,True,VERIFIED,,10-234,2959918,2532153,14.45,73.37,62.97,18.57,1.07,31.25,67.43,2023,1,0,0,0,0,0,0,14.900672123213813,29,88.409,88.409,11.591
30,Saharsa,10,2023,69,69,38801239,0.0,45.15,54.85,21.58,,,0,D,REAL,1.0,10,Bihar,30,30.0,Saharsa,late,low_connectivity,True,True,VERIFIED,,10-214,1900661,1744121,8.24,53.2,41.68,16.69,0.32,34.19,80.23,2023,1,0,1,0,0,0,0,14.457712278372169,30,100.0,100.0,0.0
31,Samastipur,10,2023,338,302,312198293,7.63,55.44,44.56,24.04,,,9,B,REAL,1.0,10,Bihar,31,31.0,Samastipur,mid,low_connectivity,True,True,VERIFIED,,10-221,4261566,4113769,3.47,61.86,51.51,18.85,0.04,31.52,75.98,2023,1,0,0,0,0,0,0,15.26514725632896,31,97.526,97.526,2.474
32,Saran,10,2023,962,825,884208524,11.44,52.55,47.45,17.1,,3.7136,26,A,REAL,1.0,10,Bihar,32,32.0,Saran,mid,low_connectivity,True,True,VERIFIED,Also known as Chapra,10-219,3951862,3598660,8.94,65.96,54.42,12.0,0.93,26.32,69.75,2023,1,0,0,0,0,0,0,15.189697418211871,32,95.934,95.269,4.066
33,Sheikhpura,10,2023,497,442,409482441,6.85,52.46,47.54,21.68,,3.4965,17,B,REAL,1.0,10,Bihar,33,33.0,Sheikhpura,mid,low_connectivity,True,True,VERIFIED,,10-228,636342,527340,17.13,63.86,53.4,20.6,0.1,35.3,73.09,2023,1,0,0,0,0,0,0,13.363491433643205,33,94.691,94.691,5.309
34,Sheohar,10,2023,740,633,782993391,8.96,51.13,48.87,24.49,,3.8501,41,A,REAL,1.0,10,Bihar,34,34.0,Sheohar,late,low_connectivity,True,True,VERIFIED,Smallest district in Bihar,10-205,656246,628130,4.28,53.78,45.26,14.73,0.05,32.97,80.91,2023,1,0,1,0,0,1,1,13.3942909976313,34,94.719,94.719,5.281
35,Sitamarhi,10,2023,333,269,247070037,10.18,49.87,50.13,18.27,,,4,C,REAL,1.0,10,Bihar,35,35.0,Sitamarhi,mid,low_connectivity,True,True,VERIFIED,,10-206,3423574,3233076,5.56,52.05,42.41,11.85,0.09,32.56,76.43,2023,1,0,0,0,0,0,0,15.04619559261562,35,91.073,91.073,8.927
36,Siwan,10,2023,269,229,520901356,11.8,49.27,50.73,21.99,,,3,C,REAL,1.0,10,Bihar,36,36.0,Siwan,mid,low_connectivity,True,True,VERIFIED,,10-218,3330464,3147551,5.49,69.45,58.66,11.61,2.61,28.0,68.78,2023,1,0,0,0,0,0,0,15.018622191589142,36,95.501,95.501,4.499
37,Supaul,10,2023,243,198,196110927,7.98,55.8,44.2,21.47,,,9,D,REAL,1.0,10,Bihar,37,37.0,Supaul,late,low_connectivity,True,True,VERIFIED,,10-208,2229076,2123518,4.74,57.67,44.77,15.89,0.46,39.37,86.15,2023,1,0,1,0,0,0,0,14.617097707793928,37,82.559,82.559,17.441
38,Vaishali,10,2023,160,150,171225480,5.95,54.89,45.11,19.12,,,4,D,REAL,1.0,10,Bihar,38,38.0,Vaishali,mid,low_connectivity,True,True,VERIFIED,,10-220,3495021,3261942,6.67,66.6,56.73,21.12,0.07,30.34,71.45,2023,1,0,0,0,0,0,0,15.066849942215688,38,100.0,100.0,0.0
1,Ajmer,8,2019,1331,1139,1821794393,10.85,51.74,48.26,25.99,,3.8286,36,A,REAL,1.0,8,Rajasthan,1,1.0,Ajmer,mid,intermediate,True,True,VERIFIED,,8-119,2583052,1547642,40.08,69.33,55.68,18.51,2.46,40.79,42.17,2019,0,0,0,0,0,0,0,14.764482203505226,1,94.898,84.598,5.102
2,Alwar,8,2019,498,395,645502700,18.28,54.68,45.32,29.22,,3.8501,18,B,REAL,1.0,8,Rajasthan,2,2.0,Alwar,mid,intermediate,True,True,VERIFIED,,8-104,3674179,3019728,17.81,70.72,56.25,17.77,7.87,46.5,65.3,2019,0,0,0,0,0,0,0,15.11684026431073,2,98.069,80.138,1.931
3,Banswara,8,2019,1163,860,1302772748,20.38,52.54,47.46,26.54,,3.8501,48,A,REAL,1.0,8,Rajasthan,3,3.0,Banswara,late,intermediate,True,True,VERIFIED,High tribal population,8-125,1797485,1669864,7.1,56.33,43.06,4.46,76.38,50.99,81.38,2019,0,0,1,0,0,1,1,14.401899023619016,3,91.452,72.813,8.548
4,Baran,8,2019,515,401,447405878,20.35,51.45,48.55,33.67,,4.1271,15,B,REAL,1.0,8,Rajasthan,4,4.0,Baran,late,intermediate,True,True,VERIFIED,,8-128,1222755,968541,20.79,66.66,51.96,18.09,22.64,45.19,72.67,2019,0,0,1,0,0,1,1,14.016617067536568,4,94.993,75.661,5.007
5,Barmer,8,2019,326,279,769208375,8.76,55.39,44.61,30.37,,3.8067,20,C,REAL,1.0,8,Rajasthan,5,5.0,Barmer,late,intermediate,True,True,VERIFIED,,8-115,2603751,2421914,6.98,56.53,40.63,16.76,6.77,46.18,73.76,2019,0,0,1,0,0,1,1,14.772463655618695,5,94.53,86.248,5.47
6,Bharatpur,8,2019,1253,989,2361797701,15.66,48.38,51.62,24.27,,3.8501,61,A,REAL,1.0,8,Rajasthan,6,6.0,Bharatpur,mid,intermediate,True,True,VERIFIED,,8-105,2548462,2053363,19.43,70.11,54.24,21.87,2.12,42.03,69.07,2019,0,0,0,0,0,0,0,14.751000597919264,6,92.848,78.309,7.152
7,Bhilwara,8,2019,464,386,790330780,11.89,51.99,48.01,31.46,,3.8501,21,B,REAL,1.0,8,Rajasthan,7,7.0,Bhilwara,mid,intermediate,True,True,VERIFIED,,8-122,2408523,1895869,21.28,61.37,47.21,16.94,9.52,47.67,62.55,2019,0,0,0,0,0,0,0,14.69452425451896,7,93.498,82.381,6.502
8,Bikaner,8,2019,157,142,65603622,14.01,46.54,53.46,15.17,,,5,D,REAL,1.0,8,Rajasthan,8,8.0,Bikaner,mid,intermediate,True,True,VERIFIED,,8-101,2363937,1563553,33.86,65.13,53.23,20.88,0.33,41.72,61.15,2019,0,0,0,0,0,0,0,14.675839007406822,8,99.348,85.425,0.652
9,Bundi,8,2019,693,623,643054730,7.21,48.64,51.36,23.55,,3.8501,12,A,REAL,1.0,8,Rajasthan,9,9.0,Bundi,mid,intermediate,True,True,VERIFIED,,8-121,1110906,888205,20.05,61.52,46.55,18.97,20.57,47.36,68.78,2019,0,0,0,0,0,0,0,13.920686456581423,9,95.351,88.479,4.649
10,Chittaurgarh,8,2019,397,343,225684996,11.0,52.74,47.26,25.97,,3.7136,10,B,REAL,1.0,8,Rajasthan,10,10.0,Chittaurgarh,late,intermediate,True,True,SPELLING_MISMATCH,Census: Chittaurgarh,8-126,1544338,1259074,18.47,61.71,46.53,16.2,13.05,51.98,71.84,2019,0,0,1,0,0,1,1,14.25010589752624,10,96.685,86.052,3.315
11,Churu,8,2019,385,320,416102088,14.91,55.02,44.98,25.84,,3.8286,19,B,REAL,1.0,8,Rajasthan,11,11.0,Churu,mid,intermediate,True,True,VERIFIED,,8-102,2039547,1463312,28.25,66.75,54.04,22.15,0.55,44.27,73.17,2019,0,0,0,0,0,0,0,14.528238282338158,11,96.597,82.196,3.403
12,Dausa,8,2019,4796,4049,8521893256,10.48,54.52,45.48,24.47,,3.8286,196,A,REAL,1.0,8,Rajasthan,12,12.0,Dausa,mid,intermediate,True,True,VERIFIED,Large PLFS sample (n≈4800),8-109,1634409,1432616,12.35,68.16,51.93,21.68,26.51,41.88,68.26,2019,0,0,0,0,0,0,0,14.306791829078318,12,93.377,83.589,6.623
13,Dhaulpur,8,2019,620,521,934725439,9.13,49.95,50.05,23.47,,3.1355,25,A,REAL,1.0,8,Rajasthan,13,13.0,Dhaulpur,mid,intermediate,True,True,SPELLING_MISMATCH,Census: Dhaulpur; common variant: Dholpur,8-106,1206516,959066,20.51,69.08,54.67,20.36,4.86,43.37,58.16,2019,0,0,0,0,0,0,0,14.003247425459495,13,95.02,86.346,4.98
14,Dungarpur,8,2019,1005,846,1181314357,12.09,48.76,51.24,19.73,,3.4657,31,A,REAL,1.0,8,Rajasthan,14,14.0,Dungarpur,late,intermediate,True,True,VERIFIED,High tribal population,8-124,1388552,1299809,6.39,59.46,46.16,3.76,70.82,46.2,64.25,2019,0,0,1,0,0,1,1,14.143772035513877,14,96.794,85.094,3.206
15,Ganganagar,8,2019,1778,1486,2418927257,11.23,52.79,47.21,32.13,,3.8501,74,A,REAL,1.0,8,Rajasthan,15,15.0,Ganganagar,early,intermediate,True,True,VERIFIED,Also Sri Ganganagar; Census code 099,8-99,1969168,1433736,27.19,69.64,59.7,36.58,0.68,46.35,54.65,2019,0,1,0,1,0,1,1,14.493121676480236,15,93.938,83.393,6.062
16,Hanumangarh,8,2019,104,94,193667086,11.92,52.8,47.2,25.18,,,6,D,REAL,1.0,8,Rajasthan,16,16.0,Hanumangarh,early,intermediate,False,False,MISSING_FROM_SAMPLE,Not in 2023-24 PLFS sample,8-100,1774692,1424228,19.75,67.13,55.84,27.85,0.81,47.07,64.33,2019,0,1,0,1,0,0,0,14.38913744470836,16,100.0,88.076,0.0
17,Jaipur,8,2019,625,509,780020728,13.26,51.54,48.46,17.52,,3.45,20,A,REAL,1.0,8,Rajasthan,17,17.0,Jaipur,early,intermediate,True,True,VERIFIED,State capital — urban-influenced,8-110,6626178,3154331,52.4,75.51,64.02,15.14,7.97,37.2,35.53,2019,0,1,0,1,0,1,1,15.706538725350756,17,95.458,82.804,4.542
18,Jaisalmer,8,2019,99,71,75933339,28.63,49.49,50.51,28.29,,,5,D,REAL,1.0,8,Rajasthan,18,18.0,Jaisalmer,late,intermediate,True,True,VERIFIED,Very low population density,8-114,669919,580894,13.29,57.22,39.71,14.8,6.33,43.13,61.04,2019,0,0,1,0,0,0,0,13.414912088536308,18,91.774,65.502,8.226
19,Jalor,8,2019,263,233,623000213,11.08,50.32,49.68,20.0,,,6,C,REAL,1.0,8,Rajasthan,19,19.0,Jalor,late,intermediate,True,True,SPELLING_MISMATCH,Census: Jalor,8-116,1828730,1676975,8.3,54.86,38.47,19.53,9.77,49.03,72.65,2019,0,0,1,0,0,1,1,14.41913229482468,19,98.752,87.81,1.248
20,Jhalawar,8,2019,301,283,627158113,6.41,55.17,44.83,22.99,,3.8501,31,C,REAL,1.0,8,Rajasthan,20,20.0,Jhalawar,mid,intermediate,True,True,VERIFIED,,8-129,1411129,1181838,16.25,61.5,46.53,17.26,12.91,48.61,78.5,2019,0,0,0,0,0,0,0,14.1599006511776,20,98.949,92.604,1.051
21,Jhunjhunun,8,2019,1112,936,1488664122,12.57,51.39,48.61,29.54,,3.8501,51,A,REAL,1.0,8,Rajasthan,21,21.0,Jhunjhunun,mid,intermediate,True,True,SPELLING_MISMATCH,Census: Jhunjhunun,8-103,2137045,1647966,22.89,74.13,60.95,16.88,1.95,41.86,66.01,2019,0,0,0,0,0,0,0,14.5749345916369,21,95.557,83.542,4.443
22,Jodhpur,8,2019,218,149,297155538,21.22,36.48,63.52,31.64,,,3,D,REAL,1.0,8,Rajasthan,22,22.0,Jodhpur,mid,intermediate,True,True,VERIFIED,,8-113,3687165,2422551,34.3,65.94,51.83,16.49,3.23,40.4,56.01,2019,0,0,0,0,0,0,0,15.120368428045705,22,91.89,72.39,8.11
23,Karauli,8,2019,105,92,73475158,13.35,49.72,50.28,35.86,,,7,D,REAL,1.0,8,Rajasthan,23,23.0,Karauli,late,intermediate,True,True,VERIFIED,,8-107,1458248,1240143,14.96,66.22,48.61,24.31,22.28,43.12,71.68,2019,0,0,1,0,0,0,0,14.192746273108,23,99.187,85.949,0.813
24,Kota,8,2019,439,381,568928705,7.62,55.37,44.63,26.48,,3.8501,18,B,REAL,1.0,8,Rajasthan,24,24.0,Kota,early,intermediate,True,True,VERIFIED,Industrial city,8-127,1951014,774410,60.31,76.56,65.87,20.78,9.42,38.38,36.76,2019,0,1,0,1,0,1,1,14.48385979538678,24,93.379,86.263,6.621
25,Nagaur,8,2019,242,201,291994889,5.98,57.0,43.0,27.67,,,8,C,REAL,1.0,8,Rajasthan,25,25.0,Nagaur,mid,intermediate,True,True,VERIFIED,,8-112,3307743,2670539,19.26,62.8,47.82,21.16,0.31,43.11,69.99,2019,0,0,0,0,0,0,0,15.01177664166026,25,86.959,81.761,13.041
